	36	error 36	41	error 41	47	error 47	54	error 54	62	error 62	71	error 71	82	error 82	94	error 94	108	error 108	124	error 124	143	error 143	164	error 164	190	error 190	218	error 218	250	error 250	288	error 288	331	error 331	380	error 380	438	error 438	504	error 504	580	error 580	666	error 666	766	error 766	880	error 880	1013	error 1013
1.3312758836156524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52882774762023e-05	0.0	0.0	0.0	0.0009531802163061215	0.00015778601398691895	0.00047762040975091885	0.0005690597705371908	0.00018838126769015376	0.00011164967432286263	0.0014912802773789917	0.0026748220547876842	0.00047728647933900685	0.0009585151453099334	0.0008456664216441075	0.00036853515837818353	0.0007583568804721744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3466005493916846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.961763699553556e-05	0.0	0.0	0.0	0.0009707027500220118	0.00013386788813191824	0.00048594800248105794	0.0005772484276943894	0.0001962099341571752	0.00011518517151694701	0.0015449404840865105	0.0027835615710523733	0.00048164352324885524	0.0009572864668508219	0.0008798624726738453	0.0003862594284865325	0.000757505231602912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3621016214138133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.401573458459354e-05	0.0	0.0	0.0	0.0009877406400528857	0.00010943792848268149	0.0004941178811928711	0.0005852525639094279	0.00020401343114592242	0.00011857528683011608	0.0015981008475572855	0.0028921268012364874	0.000485966614718452	0.0009559594509572081	0.0009138279445040924	0.0004043365822595825	0.0007565148696364415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3777811303405931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84817439723947e-05	0.0	0.0	0.0	0.0010045929158996542	8.495930914912553e-05	0.0005021269529677135	0.0005930722298657851	0.00021178412099822518	0.00012181045593165779	0.0016506993327682978	0.003000423498040628	0.0004902540316651392	0.0009545350771693941	0.0009475219127349386	0.00042278634463656037	0.0007553855514865369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3936411302060225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010301472012846872	0.0	0.0	0.0	0.0010212422963247546	6.044996705934486e-05	0.0005099722201903985	0.000600708133510098	0.00021951394456400517	0.00012488116405155695	0.0017026708252853287	0.0031083543129182462	0.0004945040228858755	0.0009530144850180177	0.0009809012637553363	0.0004416296074523448	0.0007541172141724925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4096836986886234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001076135928581723	0.0	0.0	0.0	0.0010376707302251493	3.592893196230878e-05	0.0005176507902836527	0.0006081616586998973	0.00022719440291636017	0.00012777804827285248	0.0017539798014070353	0.003215800848369022	0.0004987148082587885	0.0009513989782048721	0.00101394564181712	0.00046084559688311437	0.0007527099864219133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4259109373836203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001122771601200229	0.0	0.0	0.0	0.0010538593668557297	1.1416375531721813e-05	0.0005251598859504672	0.0006154348875773295	0.00023481653834568785	0.000130492023996424	0.0018046155387228973	0.0033226258807366295	0.0005028845789857496	0.0009496900286227171	0.0010467815755434175	0.0004801589004905188	0.0007511642008126751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4423249720782514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011700408105405967	0.0	0.0	0.0	0.0010697885249568886	1.3066337560195858e-05	0.0005324968559462003	0.0006225306266926298	0.0002423709146057638	0.00013301444086701738	0.0018545118518460977	0.003428716023275815	0.0005070114978782519	0.0009478892802025411	0.0010794150524602302	0.0004994973254549426	0.0007494804064761118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4589279530302488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121792868709828	0.0	0.0	0.0	0.0010854376607468217	3.749659652428133e-05	0.0005396591864031464	0.0006294524369518036	0.00024984759638369615	0.00013533727463281052	0.001903598395225718	0.0035339538201037083	0.0005110936996889824	0.0009459985525798976	0.0011118222582780582	0.0005188366078013518	0.0007476593823843355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4757220552495258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012664188246215536	0.0	0.0	0.0	0.0011007853347377184	6.185048921388591e-05	0.0005466445127311754	0.0006362046675123248	0.0002572361279646563	0.00013745336284835577	0.001951801491322492	0.0036382169698833573	0.0005151292914915764	0.0009440198445760854	0.0011439783261301345	0.00053815107063502	0.0007457021512454761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4927094787831046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013154932010244	0.0	0.0	0.0	0.0011158091773335347	8.610274468188783e-05	0.0005534506321189869	0.000642792493799295	0.00026452551106121905	0.0001393566940608837	0.0019990439957584777	0.003741378079537325	0.0005191163531111543	0.0009419553374952436	0.0011758572966153208	0.0005574135779287465	0.0007436099940315315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5098924490033256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013651320959271593	0.0	0.0	0.0	0.0011304858531655591	0.00011022667345199546	0.0005600755166614659	0.0006492219598628303	0.0002717041817760484	0.0001410427621736378	0.002045245157349407	0.0038433044318164425	0.0005230529376083524	0.0009398073982450617	0.0012074320763934994	0.0005765954892937719	0.0007413844651644678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5272732168993743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014153140046927617	0.0	0.0	0.0	0.0011447910241204036	0.00013419410541801036	0.0005665173271396449	0.0006555000253457967	0.00027875998666552213	0.00014250900006707685	0.00209032047283176	0.003943857765619902	0.0005269370718196791	0.0009375785822970125	0.0012386743952819664	0.0005956666162096725	0.0007390274083871895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5448540593721625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014660155488214452	0.0	0.0	0.0	0.0011586993110134529	0.00015797532528155885	0.0005727744274807962	0.0006616346173794483	0.0002856801578707062	0.0001437553092448159	0.0021341815360898537	0.004042894068678451	0.0005307667569571431	0.0009352716365120018	0.00126955476179949	0.0006145951802865077	0.0007365409733470097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5626372795326051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015172113825617076	0.0	0.0	0.0	0.001172184253859132	0.00018153900543552303	0.0005788453999272631	0.0006676346877729923	0.00029245128728087194	0.0001447847051369537	0.002176743947438669	0.004140260239103158	0.0005345399692702368	0.000932889501869422	0.0013000424171028346	0.0006333477742488333	0.000733927632920307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5806252070033315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015688740955899295	0.0	0.0	0.0	0.0011852182706876247	0.00020485213619699313	0.0005847290609437483	0.0006735102759112679	0.00029905929969347214	0.00014560410047012305	0.0022179904832151116	0.004235769213017569	0.0005382546607734806	0.0009304353161520303	0.001330105287258589	0.0006518893264699054	0.0007311902013081476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5988201982238675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016209741116055847	0.0	0.0	0.0	0.0011977726148558827	0.00022787995329005858	0.0005904244778939343	0.0006792725778220278	0.00030548942493318807	0.00014622525128059645	0.0022578607607215036	0.004329247501315832	0.000541908760042876	0.000927912416656252	0.0013597099337911295	0.0006701830700504321	0.0007283318529337796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.617224636759332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001673479582683248	0.0	0.0	0.0	0.0012098173307989186	0.0002505858624750937	0.0005959309865185088	0.0006849340219198512	0.0003117951702957514	0.0001467415170794457	0.0022963283562684785	0.004420519412917671	0.0005455001730847576	0.0009253243430177372	0.0013888319648959115	0.0006881980402482863	0.000725356142174083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.6358409336126873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017263562792166847	0.0	0.0	0.0	0.0012213212081654558	0.0002729313612174233	0.0006012482092479154	0.0006905083519762967	0.0003180580496720437	0.00014726522593426787	0.0023333346657501202	0.0045094007717317265	0.0005490267842806752	0.0009226748402657328	0.0014174622733338197	0.0007059141146534026	0.000722267023958274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.654671527540583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017795674752841566	0.0	0.0	0.0	0.0012322517342800176	0.000294875957284338	0.0006063760743844346	0.0006960107179038506	0.0003242770184123748	0.0001478091677450069	0.0023688140763186176	0.00459569845915709	0.0005524864574121036	0.000919967862247468	0.0014455774922814905	0.0007233011114251635	0.000719068875268425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.6737188853728362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001833073829257739	0.0	0.0	0.0	0.0012425750448714962	0.0003163770841553736	0.0006113148361895436	0.0007014577749724759	0.0003304507413540142	0.00014838630237852608	0.00240269892580993	0.004679209865991135	0.0005558770367689215	0.0009172075755957774	0.0014731532020780622	0.000740328223692165	0.0007157665175776654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
