time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	 time	 Phi	 error	
ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	 ns	 ratio	 ratio	
3.tdms	 3.tdms	 3.tdms	 4.tdms	 4.tdms	 4.tdms	 5.tdms	 5.tdms	 5.tdms	 6.tdms	 6.tdms	 6.tdms	 7.tdms	 7.tdms	 7.tdms	 8.tdms	 8.tdms	 8.tdms	 10.tdms	 10.tdms	 10.tdms	 11.tdms	 11.tdms	 11.tdms	 12.tdms	 12.tdms	 12.tdms	 13.tdms	 13.tdms	 13.tdms	 15.tdms	 15.tdms	 15.tdms	 16.tdms	 16.tdms	 16.tdms	 17.tdms	 17.tdms	 17.tdms	 18.tdms	 18.tdms	 18.tdms	 19.tdms	 19.tdms	 19.tdms	 20.tdms	 20.tdms	 20.tdms	 21.tdms	 21.tdms	 21.tdms	 23.tdms	 23.tdms	 23.tdms	 24.tdms	 24.tdms	 24.tdms	 25.tdms	 25.tdms	 25.tdms	 26.tdms	 26.tdms	 26.tdms	 27.tdms	 27.tdms	 27.tdms	 28.tdms	 28.tdms	 28.tdms	 29.tdms	 29.tdms	 29.tdms	 30.tdms	 30.tdms	 30.tdms	 31.tdms	 31.tdms	 31.tdms	 32.tdms	 32.tdms	 32.tdms	 33.tdms	 33.tdms	 33.tdms	 34.tdms	 34.tdms	 34.tdms	 36.tdms	 36.tdms	 36.tdms	 37.tdms	 37.tdms	 37.tdms	 38.tdms	 38.tdms	 38.tdms	 39.tdms	 39.tdms	 39.tdms	 40.tdms	 40.tdms	 40.tdms	 41.tdms	 41.tdms	 41.tdms	
92418	0.0882	0.035678	78402	0.037676	0.020381	92418	0.038453	0.018042	92417	0.13925	0.060207	92418	0.032504	0.028308	92418	0.19465	0.043603	78402	0.32665	0.15102	78402	0.43773	0.7936	92418	0.0021874	0.0019811	92418	0.1375	0.068344	92418	0.18071	0.11503	92418	0.17482	0.12787	78402	0.030521	0.021724	92417	0.41101	0.097936	78402	0.11705	0.023968	92418	0.26278	0.075973	92418	0.16981	0.063072	78402	0.15971	0.048882	92418	0.077159	0.031238	78402	0.15775	0.067534	78402	0.15641	0.062317	92418	0.22261	0.062667	78402	0.16359	0.047541	92418	0.14735	0.050022	92417	0.10708	0.052698	78402	0.12847	0.031116	92418	0.096271	0.038943	92418	0.077218	0.045479	92418	0.21311	0.054031	92418	0.093337	0.055615	92418	0.026107	0.013254	92417	0.073622	0.032474	92418	0.19738	0.061857	92418	0.090962	0.045441	78402	0.21465	0.072269
0	2.5992e-13	NaN	92417	0.035214	0.014889	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	92417	0.26335	0.19261	92417	0.31057	0.54106	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	92417	0.031697	0.022927	0	2.5992e-13	NaN	92417	0.097727	0.02008	0	2.5992e-13	NaN	0	2.5992e-13	NaN	92417	0.096644	0.038505	0	2.5992e-13	NaN	92417	0.13857	0.053449	92417	0.091817	0.044578	0	2.5992e-13	NaN	92417	0.18566	0.064952	0	2.5992e-13	NaN	0	2.5992e-13	NaN	92417	0.15568	0.052821	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	92417	0.20483	0.081229
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN	0	2.5992e-13	NaN
